id,title,cast,release_year,duration_int,duration_type,mean_rating
as5519,blanco,"gerardo moctezuma, victor manso, carlos flores, ketty rodriguez, jonathan practice, jennifer juarez, damien diaz, vanessa perez, arturo jesus, eric martin del campo",2021,87.0,min,3.53988326848249
as5520,"bigfoot, ufos and jesus","melissa anschutz, don most, victoria jackson",2021,98.0,min,3.508350730688935
as5521,bewakoofiyaan,"rishi kapoor, ayushmann khurrana, sonam kapoor, swedha singh, deepika amin",2014,118.0,min,3.4448051948051948
as5522,before i'm dead,"j.r. sawyers, camille montgomery, denise boutte, stephaun pender, gary j. klavans, cayla komaro",2021,83.0,min,3.3762886597938144
as5523,athaiyum thaandi punithamaanathu,"vemanna, yuvaraj, vanessa cruez",2020,111.0,min,3.5260663507109005
as5524,adithya (creative genius),"ashish vidhyardi, suman, bramhanandam, siva parvathi",2021,124.0,min,3.5801282051282053
as5525,voyage of the chimera,"kyle cruz-cordova, andrew vandegrift, brian ricardo nakanishi, art razo, andrew hook, blackwell hird, anthony kelly, dylan tompkins, jasper johnson, troy harris, henry grossen, dalton wooldridge, charlie grossen, jessica magers, peter greenwood, ashley reichert, kevin durkin, andrew comden, luke chambers, john anchondo, david mahan",2021,84.0,min,3.5685328185328187
as5526,victoria,"nino kantariya, vitaliya kornienko, evgeniya malakhova, dmitriy miller, maksim shchyogolev",2021,89.0,min,3.61587982832618
as5527,thodi thodi si manmaaniyan,"arsh sehrawat, shrenu parikh, shilpa taluskar, mukesh tiwari",2020,109.0,min,3.5595703125
as5528,the lost valley,"michael schweizer anliker, meryl marty, august wick, olivia lina gasche, severin gmünder, tobias fischer, silvan buess, chris bucher",2021,44.0,min,3.5752808988764047
as5529,the last lullaby,"tom sizemore, sasha alexander, sprague grayden, randall batinkoff, bill smitrovich, omid abtahi",2021,93.0,min,3.483201581027668
as5530,thallana,"sridhar k.s, nirmala chennappa",2013,109.0,min,3.6123853211009176
as5531,stormswept,"justin carroll, kathleen kinmont, melissa moore",1995,98.0,min,3.6476091476091477
as5532,safe house,"andrew chapman, leo choy, alex hook, deanna little",2021,95.0,min,3.5686070686070686
as5533,rifftrax live: time chasers,"michael j. nelson, kevin murphy, bill corbett, matthew bruch, bonnie pritchard, peter harrington, george woodard, jim rohn, mystery science theater 3000 guys",2016,106.0,min,3.458695652173913
as5534,republic z,"georgiy bessonov, dmitriy baishev, irirna mikhailova, peter petrov, kyunney filippova, igor agafonov, veronika amosova",2021,87.0,min,3.5762004175365343
as5535,quiet room bears,"nick smyth, zoe georgaras, jennifer valentyne, lee howard",2021,17.0,min,3.537109375
as5536,pinkfong! learn names with hogi,,2021,1.0,season,3.631115459882583
as5537,meaner than hell,"thomas crnkovich, jared michaels",2009,84.0,min,3.6069958847736627
as5538,lockdowners,"abi casson thompson, barbara dabson",2020,62.0,min,3.559748427672956
as5539,infected,"samantha bolter, chris wandell",2021,82.0,min,3.6052631578947367
as5540,indha nilai maarum,"ashwin kumar lakshmikanthan, chaams",2020,101.0,min,3.5206521739130436
as5541,i do,"kelsie key, fabian lopez, larry jack dotson",2020,71.0,min,3.554409005628518
as5542,hyde,"kelsey pribilski, chip llorens, avi lake, diana rose, darrell mitchell",2021,95.0,min,3.5661434977578477
as5543,dosham,"kishore, sana, praveen, punnuru praveen, vennala, mutyala vimala",2019,120.0,min,3.5496031746031744
as5544,deadly passion,"jamal woolard, nelson j davis, karh-ri whitney, norquon morgan, nikki moore, jamar alston, deldrick alston, tavarius alston, tabiyus ervin, donte dla alston",2021,86.0,min,3.446969696969697
as5545,charlene,"angela hou, hasan qureshi, kenny kendawg",2021,56.0,min,3.5351473922902494
as5546,balamitra,"ranga, sashikala dharmavarapu, dayanand reddy, kiya reddy, anusha",2021,101.0,min,3.599800399201597
as5547,4 cars,gren brooke,2016,1.0,season,3.513186813186813
as5548,"""mixed up""","uday krishna, bethany rishell, lucy bond, sanjay kumar",2020,106.0,min,3.467880085653105
as5549,wish upon a star,"katherine heigl, danielle harris, donnie jeffcoat",1996,90.0,min,3.629399585921325
as5550,wild kratts: creepy creatures,"heather bambrick, makenna beatty, zachary bennett",2018,48.0,min,3.563053097345133
as5551,what happens next,"jon lindstrom, wendie malick, chris murrah, megan hilty",2012,100.0,min,3.4568421052631577
as5552,unpaused,"gulshan devaiah,  saiyami kher,  komal chhabria,  richa chadha,  ishwak singh,  sumeet vyas,  lillete dubey,  rinku rajguru,  abhishek banerjee,  geetika vidya ohlyan,  palash prajapati,  ratna pathak shah,  shardul bhardwaj",2020,113.0,min,3.4812623274161734
as5553,united states of tents,,2019,92.0,min,3.5677083333333335
as5554,unfinished sky,"william mcinnes, monic hendrickx, milo, bille brown, christopher sommers, david field, sam cotton",2019,94.0,min,3.513483146067416
as5555,twilight,"paul newman, susan sarandon, gene hackman, james garner, stockard channing, reese witherspoon, giancarlo esposito, liev schreiber, margo martindale, john spencer",1998,94.0,min,3.564516129032258
as5556,the ultimate gift,"abigail breslin, drew fuller, james garner",2007,117.0,min,3.5697940503432495
as5557,the only living boy in new york,"callum turner, kate beckinsale, pierce brosnan, cynthia nixon, kiersey clemons, and jeff bridges",2017,88.0,min,3.5562632696390657
as5558,the manster,"peter dyneley, satoshi nakamura, terri zimmern",1959,72.0,min,3.5413135593220337
as5559,temptation,jean-claude lamarre,2021,52.0,min,3.5733590733590734
as5560,survive the night (4k uhd),"chad michael murray, bruce willis, shea buckner, tyler jon olson, lydia hull, riley wolfe rach, jessica abrams",2020,89.0,min,3.5326797385620914
as5561,split second,"rutger hauer, kim catrall, michael j. pollard, alistair duncan, alun armstrong, pete postlethwaite",1992,91.0,min,3.462882096069869
as5562,sheep & wolves,"tom felton, ruby rose, china anne mcclain",2018,85.0,min,3.4627766599597587
as5563,road less traveled,"lauren alaina, donny boaz, jason burkey, charlene tilton",2017,86.0,min,3.5114107883817427
as5564,prisoner number a26188: surviving auschwitz,,2013,44.0,min,3.5631808278867103
as5565,once upon a time in philly,"rell angelo, sonni blak, al black, tyreek cade, ruben rivera, robin lee wright, tameeka ryant, alease braxton, christina cartier, zahnay blakey, foma fowler, dave gilbert, eric stafford, ja""vese washington, christina ramos, wayne thomas, dominic king, laura cummings, johnathan davis, mark salidino, billy kontostergios, conor begly, china white, isaiah pearson, kelvin buds",2019,94.0,min,3.6215277777777777
as5566,night hunter,"henry cavill, ben kingsley, alexandra daddario, stanley tucci, brendan fletcher, minka kelly, nathan fillion",2019,99.0,min,3.526315789473684
as5567,mazurkas,"marty krzywonos, val uff iii, audrey st. gil, john murdolo, chyanne donnell, marcia myers, james collins jr., kendall stanton, steven j. clarkson",2016,59.0,min,3.6061855670103093
as5568,manhattan night,"adrien brody, yvonne strahovski, jennifer beals, campbell scott",2016,114.0,min,3.498065764023211
as5569,making babies,"eliza coupe, steve howey, bob stephenson, elizabeth rodriguez, ed begley jr, glenne headly",2019,86.0,min,3.580896686159844
as5570,maaya,"sandhya bayireddy, abhishek sabbe, rohini kumar",2021,49.0,min,3.5428571428571427
as5571,little white lie,"lacey schwartz, peggy schwartz, robert schwartz",2015,66.0,min,3.5358695652173915
as5572,"little baby bum - learn colors, shapes and number! & more educational videos for kids","grace tamayo, erin webbs",2020,36.0,min,3.486111111111111
as5573,little baby bum - five little ducks and more nursery rhymes & kids songs,,2020,35.0,min,3.5176600441501105
as5574,last call for titan!,,2017,52.0,min,3.5522388059701493
as5575,last call,"ryan hansen, travis van winkle, christopher lloyd, tara reid, dave foley, diora baird",2015,84.0,min,3.52431289640592
as5576,kho kho,"rajisha vijayan, mamitha baiju, renjit shekar nair, venkitesh vp",2021,119.0,min,3.516913319238901
as5577,jet li's contract killer,"jet li, eric tsang, simon yam, gigi leung, timmy ho",1998,98.0,min,3.4721649484536083
as5578,james brown - mr dynamite: the rise of james brown,james brown,2015,120.0,min,3.570230607966457
as5579,it never sleeps,"laura swift, fabrizio santino, cassandra orhan",2021,84.0,min,3.5643015521064303
as5580,human experiments,"linda haynes, geoffrey lewis, ellen travolta, lurene tuttle, mercedes shirley",1979,85.0,min,3.5366876310272537
as5581,hitman's hero,"paul moder, kevin hopkins, helen hopkins, carolyn bock, frank bren",2001,87.0,min,3.5399590163934427
as5582,heartburn,"meryl streep, natasha lyonne, jack nicholson, kevin spacey, jeff daniels, stockard channing, catherine o'hara, richard masur",1986,109.0,min,3.602970297029703
as5583,gordon lightfoot: if you could read my mind,"gordon lightfoot, geddy lee, sarah mclachlan",2020,90.0,min,3.605577689243028
as5584,god's miracles,bryant gumbel,2017,52.0,min,3.5377176015473886
as5585,gamera the brave,"ryô tomioka, kaho, shingo ishikawa",2006,97.0,min,3.5431578947368423
as5586,gamera 3: revenge of iris,"shinobu nakayama, ai maeda, yukijirô hotaru",1993,108.0,min,3.5766806722689077
as5587,gamera 2: attack of the legion,"toshiyuki nagashima, miki mizuno, tamotsu ishibashi",1996,100.0,min,3.543067226890756
as5588,flack,"anna paquin, lydia wilson, sophii okonedo, rebecca benson, genevieve angelson, rufus jones, arinze kene, andrew leung",2021,2.0,season,3.566315789473684
as5589,fire in the sky,"d. b. sweeney, peter berg, james garner, craig sheffer, robert patrick, henry thomas, bradley gregg, noble willingham, kathleen wilhoite, georgia emelin",1993,109.0,min,3.555110220440882
as5590,father of invention,"kevin spacey, camilla belle, heather graham, johnny knoxville, john stamos, craig robinson, virginia madsen",2011,93.0,min,3.4328512396694215
as5591,escape and evasion,"josh mcconville, rena owen, bonnie sveen, hugh sheridan, steve le marquand, firass dirani, juwan sykes, natalie rees, sonny le",2019,92.0,min,3.5155925155925156
as5592,elton john - uncensored,"graham norton, elton john",2019,58.0,min,3.539473684210526
as5593,dubsmash,"getup srinu, pavan krishna, supraja",2021,135.0,min,3.517505470459519
as5594,dead sound,"jeff kober, matty cardarople, brett azar, caroline day, ashley austin morris, john behlmann",2020,84.0,min,3.5599214145383105
as5595,"dark, almost night","magdalena cielecka, rafal mackowiak",2019,109.0,min,3.5876068376068377
as5596,dante's inferno: an animated epic,"mark hamill, victoria tennant, vanessa branch, graham mctavish",2010,88.0,min,3.575413223140496
as5597,crash canyon,"tara strong, jennifer irwin, martin roach, patrick mckenna, peter keleghan, joanne vannicola, bryn mcauley",2013,2.0,season,3.4693877551020407
as5598,chicky - i love chicky valentine's special pt.2 - & more kids cartoons,,2020,22.0,min,3.490702479338843
as5599,chicky - i love chicky valentine's special pt.1 - & more kids cartoons,,2020,19.0,min,3.537475345167653
as5600,caligula: paranoia and brutality in ancient rome,,2013,59.0,min,3.5277207392197125
as5601,bosch,"titus welliver, jamie hector, amy aquino, madison lintz, lance reddick",2021,7.0,season,3.5949074074074074
as5602,beyond the mask,"andrew cheney, john rhys-davies, kara killmer, alan madlane, adetokumboh m'cormack, charlie newhart",2015,105.0,min,3.518633540372671
as5603,betting on the bride,"karissa lee staples, lia frankland, laura k. macdonald, peter mooney",2017,86.0,min,3.623678646934461
as5604,arpo the robot for all kids - baby racer & more funny kids cartoons,,2020,21.0,min,3.5190582959641254
as5605,adavi,"vinoth kishan, ammu abirami",2020,114.0,min,3.568888888888889
as5606,absolutely anything,"simon pegg, kate beckinsale, sanjeev bhaskar, rob riggle, robert bathurst",2017,85.0,min,3.4643584521384927
as5607,#igotthis,,2020,1.0,season,3.510869565217391
as5608,you may now kill the bride,"tammin sursok, ashley newbrough, rocky myers",2016,89.0,min,3.6075388026607538
as5609,when eagles dare: crystal palace f.c.,"wilfried zaha, steve parish, ian holloway, dougie freedman, stephen browett, julian speroni, joel ward, damien delaney, peter ramage, mile jedinak, yannick bolasie, glenn murray, jonny williams, kevin phillips, mark steel, ben bailey smith, kevin day, chris grierson",2021,1.0,season,3.549163179916318
as5610,unishe april,"prosenjit chatterjee, debashree roy, aparna sen, dipankar dey, chitra sen, bodhisattwa majumdar",1996,133.0,min,3.5904017857142856
as5611,two step,"beth broderick, james landry hébert, skyy moore, jason douglas, ashley spillers, barry tubb, brady coleman, jesse dayton, dale watson, laurie gallardo",2015,95.0,min,3.5269461077844313
as5612,the reunited states,"van jones, susan bro, meghan mccain",2021,85.0,min,3.5964360587002098
as5613,the host,"maryam hassouni, mike beckingham, dougie poynter",2020,103.0,min,3.4401709401709404
as5614,thanaha,"abilash nandakumar, tito wilson, sreejith ravi, hareesh perunna, suresh krishna, santhosh keezhathur, sreekumar, sharanya anand, shruthy bala, irshad, sneha sreekumar, molly kannamaly, kalabhavan haneef, saju kodiyan, nandalal, anjali, yatheendran, anjali hari, jolly chirayath, thara kalyan, kolapully leela, rohit menon, balachandran chullikadu, cherethala lalitha, sajan palluruthy, narayankutty, mohammad musthafa, sudheesh anchery, punnapara appachan, m.s.kolathur, dr.hithesh sankar, b.santhosh, jayaprakashan, sajad bright, priya p varrier",2018,119.0,min,3.5439453125
as5615,teachers in law,"mariya shalayeva, antonina komissarova, halyna sazonova, aleksey ilin, marina dianova, anna gulyarenko, anton filipenko, kirill kaganovich, levan mskhiladze, arseniy gusev, vitaliy bredikhin",2020,1.0,season,3.6125244618395302
as5616,tazzeka,,2020,95.0,min,3.473175965665236
as5617,ru-ba-ru,"randeep hooda, shahana goswami, rati agnihotri, jayant kripalani, kulbhushan kharbanda, jeetu savlani, prince shah, jeneva talwar",2008,104.0,min,3.4978494623655916
as5618,rewilding kernwood,"jean aspen, tom irons, laurie schacht",2020,87.0,min,3.5480549199084668
as5619,ratsasan,"vishnu vishal, amala paul, kaali venkat, munishkanth, abhirami",2018,146.0,min,3.5565217391304347
as5620,pinkfong! baby shark in summer time,,2021,27.0,min,3.448936170212766
as5621,nigahen,"sridevi, sunny deol, rishi kapoor, anupam kher, pran, gulshan grover, aruna irani, jagdeep, amrish puri",1989,138.0,min,3.464835164835165
as5622,nba games of the year,,2014,1.0,season,3.630242825607064
as5623,nazi undead,"georgia chara, leigh scully, andy mcphee",2019,78.0,min,3.5744234800838575
as5624,mixed up,"rohini bir, jean berard, lucy bond, bethany rishell, sanjay kumar, uday krishna, max johnson, bryan brougham, nishi chawla",2020,106.0,min,3.50873786407767
as5625,macbeth,"mark rowley, al weaver, wunmi mosaku, charlie hamblett",2020,121.0,min,3.57451403887689
as5626,little baby bum - abc song and more kids songs,,2020,36.0,min,3.4731404958677685
as5627,kittie: live at the london music hall,"morgan lander, mercedes lander, tara mcleod, ivy vujic, jeff phillips, fallon bowman, jennifer arroyo, tanya candle",2020,81.0,min,3.4254658385093166
as5628,jurassic dinosaur playtime! t-rex ranch,"lb, aaron michael",2019,12.0,min,3.5553235908141962
as5629,joyful praise,"chandra smartt spicer, christopher a. greer, shanta renee smith, arthur richardson, kaschmeire rich, tina pittman, jennifer davis, rahsaan edwards, maurice eleby jones jr., charles palmer, maria l. parrish",2020,52.0,min,3.570212765957447
as5630,inmate zero,"philip mcginley, stacey lynn crowe, christopher dunne",2020,107.0,min,3.5400390625
as5631,hitoshi matsumoto presents documental,hitoshi matsumoto,2021,4.0,season,3.513918629550321
as5632,head above water,"bronte campbell, kyle chalmers, cody simpson, ian thorpe",2021,1.0,season,3.533333333333333
as5633,false paradise (feature length),,2021,94.0,min,3.5861702127659574
as5634,elzaz,"thomas ross, amy louise kemp, tamera gandoff, alex robbins",2021,1.0,season,3.5283842794759823
as5635,elyse,"anthony hopkins, lisa pepper, aaron tucker, tara arroyave, fran tucker",2020,95.0,min,3.6081370449678802
as5636,divos!,"matt steele, timothy brundidge, nicole sullivan, jayson bernard, jason stuart, marissa jaret winokur, jake busey",2020,99.0,min,3.561099796334012
as5637,dark prince: the true story of dracula,"rudolf martin, jane march, christopher brand, peter weller, roger daltrey",2000,92.0,min,3.5561440677966103
as5638,brightheart: let your light shine,"carrie jo crosby, daisy hamilton, justine huxley",2021,84.0,min,3.701063829787234
as5639,apparition,"annalisa cochrane, mena suvari, kevin pollak",2019,83.0,min,3.4624505928853755
as5640,alag - he is different - he is alone,"akshay kapoor, dia mirza, yatin karyekar, jayant kripalani, mukesh tiwari, sharat saxena, beena banerjee, tom alter, rana jung bahadur, somesh agarwal, avtar gill, tej sapru",2006,117.0,min,3.556935817805383
as5641,a million hits,"tess cline, monica perez, kate st. clair, alyona real, david roland strong, fran williams",2021,71.0,min,3.640256959314775
as5642,you were never really here,"joaquin phoenix, ekaterina samsonov",2018,90.0,min,3.4524793388429753
as5643,yakov smirnoff: what a country!,yakov smirnoff,1994,46.0,min,3.5598130841121494
as5644,yakov smirnoff: just off the boat,yakov smirnoff,1994,49.0,min,3.4935483870967743
as5645,tom clancy's the division: agent origins (4k uhd),"matt lynch, sasha andreev, amanda day, danny mason",2016,32.0,min,3.5630341880341883
as5646,the silencing,"nikolaj coster-waldau, annabelle wallis, hero fiennes tiffin, zahn mcclarnon, melanie scrofano",2020,95.0,min,3.5351239669421486
as5647,the lie,"joey king, peter sarsgaard, mireille enos",2020,95.0,min,3.5636363636363635
as5648,sylvie's love,"tessa thompson, nnamdi asomugha, eva longoria, aja naomi king",2020,116.0,min,3.4535123966942147
as5649,stree,"raj kummar rao, pankaj tripati, shraddha kapoor",2018,129.0,min,3.5317622950819674
as5650,slaying the dragon,,1988,58.0,min,3.5874751491053676
as5651,poison rose,"john travolta, morgan freeman, famke janssen, kat graham, robert patrick, brendan fraser",2019,97.0,min,3.4790356394129978
as5652,one night in miami...,"kingsley ben-adir,  eli goree,  aldis hodge,  leslie odom jr",2021,114.0,min,3.617416829745597
as5653,my spy,"dave bautista, chloe coleman, ken jeong, kristen schaal, parisa fitz-henley",2020,101.0,min,3.482291666666667
as5654,my friend rabbit,"peter oldring, richard binsley, denise oliver",2007,1.0,season,3.5166994106090375
as5655,love games,"patralekhaa, tara-alisha berry, gaurav arora, hiten tejwani, rukhsar rehman, dinesh chaturvedi, vishnu sharma, rinki singhvi, anant kumar, umar sharif, alisha farrer, b.k. tiwari, paras thakral, ajay kumar singh, soni jha, bhushan, ajay sharma",2016,109.0,min,3.5124045801526718
as5656,knives out,"ana de armas, toni collette, christopher plummer, don johnson, michael shannon, jaeden martell, riki lindhome, chris evans, jamie lee curtis, lakeith stanfield, daniel craig, katherine langford",2019,130.0,min,3.519230769230769
as5657,jim baugh outdoors tv,"jim baugh, mike wilburn, wayne bradby",2021,1.0,season,3.5633663366336634
as5658,jesse stone: stone cold,"tom selleck, jane adams, reg rogers, viola davis, alexis dziena, mimi rogers, stephen mchattie, shawn roberts, cindy sampson, john dunsworth",2005,86.0,min,3.610169491525424
as5659,i see you,"helen hunt, jon tenney, owen teague, libe barer, greg alan williams, erika alexander, allison king, judah lewis",2019,98.0,min,3.4478079331941545
as5660,final score,"dave bautista, pierce brosnan, ray stevenson",2018,105.0,min,3.5114155251141552
as5661,eagle eye,"shia labeouf, michelle monaghan, rosario dawson, michael chiklis, anthony mackie, billy bob thornton",2008,118.0,min,3.6164241164241164
as5662,danger close,"travis fimmel, luke bracey, daniel webber, alexander england, aaron glenane, nicholas hamilton, myles pollard, matt doran, anthony hayes",2019,119.0,min,3.537832310838446
as5663,brittany runs a marathon,"jillian bell, michaela watkins, utkarsh ambudkar, lil rel howery, micah stock",2019,104.0,min,3.5
as5664,borat subsequent moviefilm,"sacha baron cohen, maria bakalova",2020,96.0,min,3.5280082987551866
as5665,black box,"mamoudou athie, phylicia rashad, amanda christine, tosin morohunfola",2020,101.0,min,3.495841995841996
as5666,beautiful boy,"steve carrell, timothee chalamet, maura tierney, and amy ryan",2018,120.0,min,3.4592668024439917
as5667,beach house,"willa fitzgerald, murray bartlett, orlagh cassidy",2019,87.0,min,3.528888888888889
as5668,an inspector calls,"chloe pirrie, david thewlis, finn cole, flora nicholson, gary davis, ken stott, kyle soller, lucy chappell, miranda richardson, sophie rundle, wanda opalinkska",2015,86.0,min,3.452569169960474
as5669,american tragedy,"sue klebold, mary dyer, zack nick, paul rohrer, lincoln dyer",2020,79.0,min,3.4563953488372094
as5670,accident,"stephanie schildknecht, roxane hayward, tyrone keogh, keenan arrison",2018,91.0,min,3.5149532710280376
as5671,a vigilante,"olivia wilde, morgan spector, kyle catlett",2019,91.0,min,3.5625
as5672,a man possessed,"ricardo segarra, gina martino, tommy dreamer, alex russo, cyrus samson",2016,105.0,min,3.5556701030927833
as5673,47 meters down: uncaged,"sophie nélisse, nia long, corinee foxx, brianne tju, sistine stallone, davi santos, khylin rhambo, brec bassinger, john corbett",2019,90.0,min,3.525948103792415
as5674,10 minutes gone (4k uhd),"michael chiklis, bruce willis, meadow williams, kyle schmid, lydia hull",2019,88.0,min,3.495019920318725
as5675,the secret: dare to dream,"katie holmes, josh lucas, celia weston, jerry o'connell",2020,108.0,min,3.5460652591170825
as5676,message man,"paul o'brien, verdi solaiman, valentine payen",2019,90.0,min,3.5460251046025104
as5677,used and borrowed time,"grant morenz, maureen o'connor, alice kelly bahlke, cam kornman, clas duncan, marshall bonny, emily seibert, gavin rohrer, ox king",2021,1.0,season,3.530360531309298
as5678,zombie: i eat your skin,,2021,92.0,min,3.4405737704918034
as5679,woodwind,"leandro taub, andrea christina furrer, jet jandreau",2021,125.0,min,3.591463414634146
as5680,windsplitter,,2021,95.0,min,3.5677200902934536
as5681,through the shadow,,2021,106.0,min,3.528957528957529
as5682,the hidden truth,"akin lewis, dolapo orisajobi, yinka smart, kemi afolabi, ibrahim chatta, seun turner",2021,73.0,min,3.518828451882845
as5683,the green promise,,2021,94.0,min,3.5748502994011977
as5684,self (the series),,2021,1.0,season,3.549079754601227
as5685,puzzle (l'uomo senza memoria),,2021,92.0,min,3.498913043478261
as5686,pounce,,2021,72.0,min,3.53056768558952
as5687,personally yours,"valerie bertinelli, jeffrey nordling, britt irvin, michael welch, ross malinger, andrea roth, donnelly rhodes, emily tennant",2000,90.0,min,3.6598360655737703
as5688,patang,"thavasi, murali krishna, johnsi, raveena, kamalesh",2021,86.0,min,3.4624505928853755
as5689,parol tamil,"mammootty, miya, ineya",2018,150.0,min,3.5681818181818183
as5690,omerta: the act of silence,,2021,85.0,min,3.5652631578947367
as5691,la cadena,"reynaldo alex lopez, sergio cordon, christian carbuccia",2021,61.0,min,3.5120087336244543
as5692,jappeloup,"guillaume canet, marina hands, daniel auteuil, lou de laâge, jacques higelin, marie bunel",2013,130.0,min,3.583
as5693,is this a joke?,,2021,75.0,min,3.5801781737193763
as5694,incarnation,,2021,82.0,min,3.4609544468546636
as5695,dead life: wormwood's end,,2021,80.0,min,3.455301455301455
as5696,chiriakhana,"uttam kumar, kanika mozumdar, shubhendu chattopadhyay, chinmoy roy, nripati chatterjee, shekhar chatterjee, bankim ghosh, jahar ganguly",1967,127.0,min,3.6220703125
as5697,wheels on the bus & more kids songs - cocomelon,,2018,51.0,min,3.580971659919028
as5698,the great waves,"bao jianfeng, hai qing, sun lishi, li qiang",2021,1.0,season,3.5768482490272375
as5699,southland bounty hunters,"patrick thomas, zak holman, matthew alvarez, terry rasha, tom tremblay, trevor o'connor",2021,1.0,season,3.5274841437632136
as5700,sahasam,"gopichand, taapsee pannu, shakti kapoor, ali",2013,149.0,min,3.5175257731958762
as5701,rattan,"sally jing/ jing tian, vin zhang/zhang binbin",2021,1.0,season,3.5670212765957445
as5702,primevideoqatestmovie16 us,"test actor1 us, test actor2",2015,0.0,min,3.538975501113586
as5703,monster from green hell,"jim davis, robert griffin, babara turner",1957,72.0,min,3.518292682926829
as5704,learn with teeter taught animation,"matthew wilcko, rowen wilcko",2021,22.0,min,3.4945770065075923
as5705,koi jaane na,"kunal kapoor, amyra dastur, elli avram, aamir khan",2021,138.0,min,3.5272727272727273
as5706,kabullywood,"roya heydari, farid joya, ghulam reza rajabi, omid rawendah, mohd qais shaghasy",2017,85.0,min,3.493801652892562
as5707,hollow scream,"ann mccaskey, arianna guerra, brian beacock, elizabeth maxwell, harold fisch, joe barajas, jordan brinkman, kevin brown, lara shah, marcelle purdy, nicole moore, oryan landa, shannon lepard",2020,72.0,min,3.4860557768924303
as5708,hello madam,"naveen k chary, meghana chowdary",2021,113.0,min,3.5849056603773586
as5709,hampton's legion,"jerry chesser, jezibell anat, russell dobson, eddie rodgers, daniel dobson",2021,81.0,min,3.6704545454545454
as5710,gila!,"bruce munson, adrienne atkins, christina derosa, madeline fabian, bryan patrick mcculley",2012,91.0,min,3.5609756097560976
as5711,gamera: the giant monster,"eiji funakoshi, harumi kiritachi, junichiro yamashita",1965,79.0,min,3.4722814498933903
as5712,gamera: super monster,"mach fumiake, yaeko kojima, yoko komatsu",1980,92.0,min,3.5
as5713,gamera: guardian of the universe,"ihara, akira onodera, ayako fujitani",1995,95.0,min,3.4336956521739133
as5714,gamera vs. zigra,"kôji fujiyama, reiko kasahara, akira natsuki",1971,88.0,min,3.5335429769392035
as5715,gamera vs. viras,"kôjirô hongô, tôru takatsuka, carl craig",1968,81.0,min,3.5264976958525347
as5716,gamera vs. jiger,"tsutomu takakuwa, kelly varis, katherine murphy",1970,83.0,min,3.543918918918919
as5717,gamera vs. gyaos,"kôjirô hongô, kichijirô ueda, reiko kasahara",1967,86.0,min,3.4757894736842103
as5718,gamera vs. guiron,"nobuhiro kajima, miyuki akiyama, christopher murphy",1969,82.0,min,3.6760869565217393
as5719,gamera vs. barugon,"kôjirô hongô, kyôko enami, yûzô hayakawa",1966,100.0,min,3.590625
as5720,full strike,"josie ho, ekin cheng, susan shaw",2015,108.0,min,3.5157563025210083
as5721,forrest fun | shorts for kids,,2021,61.0,min,3.4832985386221296
as5722,evil eye,"sunita mani, omar maskati, sarita choudhury, bernard white",2020,89.0,min,3.489648033126294
as5723,el duende satiro,"valeria mosquera, luis torres, vicente sánchez, axel ortega, jorge cabrera",2016,89.0,min,3.5529045643153525
as5724,devil's island,"elle alexander, cliff yates, kristjan sokoli, pete berwick",2021,72.0,min,3.5518962075848304
as5725,departure,"mirabel miscala, todd risby",2021,11.0,min,3.604807692307692
as5726,chivas: el rebaño sagrado,,2021,1.0,season,3.5274261603375527
as5727,blippi's snowflake scavenger hunt,stevin john,2020,52.0,min,3.470225872689938
as5728,blippi - explore with blippi and learn about vehicles,stevin john,2020,65.0,min,3.5349716446124764
as5729,beyond adversity,"amina muhammad, david tiefen, nicole c. barnes, anthony j. james, davina reid, billy thomas myott, nasim, matthew seymour, jillie simon, kat lindsay, lorenzo beronilla, dominic greco, richard baugh, taylor kulp, francisco leon, dean deck, michelle fitzpatrick, kenon white, micah mobley, ellen b. williams",2021,107.0,min,3.5451807228915664
as5730,yatra (tamil),"mammootty, suhasini maniratnam",2019,125.0,min,3.588709677419355
as5731,throwback holiday,"jennifer freeman, robert ri'chard, rhyon nicole brown",2018,80.0,min,3.4895238095238095
as5732,the christmas toy,"dave goelz, brian henson, kathryn mullen, jerry nelson, richard hunt, camille bonara, rob mills, nikki tilroe, marsha moreau, zachary bennett, steve whitmire",1986,50.0,min,3.514038876889849
as5733,the alpha test,"rae hunt, bella martin, wynn reichert",2020,86.0,min,3.5475161987041037
as5734,son of the south,"lucas till, lucy hale, julia ormond, sienna guillory, brian dennehy",2021,106.0,min,3.524340770791075
as5735,plug love,"murda pain, jessica ryan, sino harris, lance whittington, nunu thurman",2017,115.0,min,3.5724489795918366
as5736,pinocchio (2020) [english subtitled],"roberto benigni, federico ielapi, rocco papaleo, massimo ceccherini",2020,125.0,min,3.5766045548654244
as5737,pinocchio (2020) (4k uhd) [english subtitled],"roberto benigni, federico ielapi, rocco papaleo, massimo ceccherini",2020,125.0,min,3.3947368421052633
as5738,pinkfong! summer in wonderville,,2021,47.0,min,3.582105263157895
as5739,payback,"matt levett, toby leonard moore, anna baryshnikov, lev gorn, rade servedzija, elena satine",2021,91.0,min,3.547932330827068
as5740,number zoo adventures with toddler fun learning,,2019,30.0,min,3.671641791044776
as5741,my magic halloween with mila and morphle,,2019,40.0,min,3.5061099796334014
as5742,morphle non-dialogue - mila and morphle save the day,,2019,41.0,min,3.4927083333333333
